id,applicant,run,source,decision,reason,income,debts,credit_score,employment_years,rent,loan_amount,pay_slips_verified,bank_statements_verified,id_verified,dti_ratio,disposable_income,bureau_score_1,bureau_score_2,bureau_score_3
66,Applicant 66,run_0,SESL,DECLINED,More than one required document is unverified,55539,412,777,1.6,1375,4802,False,False,True,0.089,2841.25,808,790,752
67,Applicant 67,run_0,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 22.9% and disposable income of £1,218.92. Their credit score of 720 and consistent bureau scores indicate low credit risk. With stable employment history of 6.9 years and no rule triggers, the application meets all approval criteria.",32591,622,720,6.9,875,16694,True,True,True,0.229,1218.92,746,707,693
67,Applicant 67,run_0,SESL,APPROVED,All approval criteria met,32591,622,720,6.9,875,16694,True,True,True,0.229,1218.92,746,707,693
68,Applicant 68,run_0,GPT,MANUAL REVIEW,"The applicant's credit score of 631 falls below the 640 threshold for automatic approval and requires manual review. Additionally, the bureau score spread is 53 points, which is within acceptable limits, but the credit score itself necessitates further evaluation. All other criteria, including DTI ratio of 11.23% and disposable income of £4048.58, meet approval standards.",63163,591,631,3.9,624,24185,True,True,True,0.1123,4048.58,610,663,650
68,Applicant 68,run_0,SESL,DECLINED,Credit score below 640,63163,591,631,3.9,624,24185,True,True,True,0.1123,4048.58,610,663,650
69,Applicant 69,run_0,GPT,DECLINED,"The applicant's bureau scores include a score below 580, specifically bureau score 2 at 554, which indicates elevated risk and requires a decline according to the policy. Additionally, the applicant's credit score of 594 is below the 640 threshold for manual review consideration, and no exceptions apply.",53157,548,594,1.0,928,21809,True,True,True,0.1237,2953.75,577,554,578
69,Applicant 69,run_0,SESL,DECLINED,Credit score below 640,53157,548,594,1.0,928,21809,True,True,True,0.1237,2953.75,577,554,578
70,Applicant 70,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 15.19%, which is well below the 35% threshold for strong repayment capacity. The disposable income is £1,491.42, indicating financial resilience. The credit score of 696 is slightly below the 700 threshold for automatic approval, but the applicant's consistent bureau scores and long employment history of 8.4 years support creditworthiness. All documents are verified, and the loan amount is within acceptable limits at 31.4% of annual income. No rules are breached, and no exceptions are invoked.",31997,405,696,8.4,770,10047,True,True,True,0.1519,1491.42,672,721,723
70,Applicant 70,run_0,SESL,MANUAL REVIEW,Credit score between 640 and 699,31997,405,696,8.4,770,10047,True,True,True,0.1519,1491.42,672,721,723
71,Applicant 71,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 13.6%, which is well below the 35% threshold for strong repayment capacity. The disposable income is £2,844.25, significantly above the £600 threshold for financial resilience. The credit score of 680 falls within the manual review range, but the applicant's strong affordability metrics and verified documentation support approval. Employment duration is over one year, and the loan amount is approximately 47.7% of annual income, which requires manual assessment, but given the strong financial profile, the application meets approval criteria.",49323,559,680,1.1,707,23548,True,True,True,0.136,2844.25,675,716,668
71,Applicant 71,run_0,SESL,MANUAL REVIEW,Credit score between 640 and 699,49323,559,680,1.1,707,23548,True,True,True,0.136,2844.25,675,716,668
72,Applicant 72,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 17.12%, which is well below the 35% threshold for strong repayment capacity. The disposable income is £3,370.92, significantly above the £600 threshold for financial resilience. The credit score of 749 indicates strong credit behavior, and the bureau scores are consistent with no significant spread. Employment history is stable at 3.8 years, and the loan amount requested is 20.2% of annual income, which is within the acceptable range. All documentation is verified, and no exceptions or manual review triggers are present.",59591,850,749,3.8,745,12044,True,True,True,0.1712,3370.92,767,786,723
72,Applicant 72,run_0,SESL,APPROVED,All approval criteria met,59591,850,749,3.8,745,12044,True,True,True,0.1712,3370.92,767,786,723
73,Applicant 73,run_0,GPT,DECLINED,"The applicant's credit score of 571 is below the minimum threshold of 580, which indicates elevated risk and requires a decline. Additionally, the ID verification is not complete, and the application cannot proceed without all documents verified. No exceptions apply.",37900,795,571,5.8,1066,7064,True,True,False,0.2517,1297.33,594,552,549
73,Applicant 73,run_0,SESL,DECLINED,Required document unverified and no exception applies,37900,795,571,5.8,1066,7064,True,True,False,0.2517,1297.33,594,552,549
74,Applicant 74,run_0,GPT,DECLINED,"The applicant's employment duration is less than one year, which typically results in a decline. Although the applicant has a strong DTI ratio of 12.09% and a high disposable income of £3186.92, the employment stability criterion is not met. Additionally, the credit score of 643 requires manual review, but the employment duration is a hard rule that leads to decline. No exceptions apply as the applicant does not meet the high-earning, strong-credit criteria for manual review consideration.",57287,577,643,0.4,1010,13750,True,True,True,0.1209,3186.92,659,638,622
74,Applicant 74,run_0,SESL,MANUAL REVIEW,Credit score between 640 and 699,57287,577,643,0.4,1010,13750,True,True,True,0.1209,3186.92,659,638,622
75,Applicant 75,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 7.83%, which is well below the 35% threshold, indicating strong repayment capacity. The disposable income is £3139.92, significantly above the £600 threshold, demonstrating financial resilience. The credit score of 735 reflects strong credit behavior, and the bureau scores are consistent with no spread exceeding 120 points. Employment stability is confirmed with 8.7 years of employment, and the loan amount is 34.3% of annual income, which is within the acceptable range. All documentation is verified, and no exceptions or manual review triggers are present.",58979,385,735,8.7,1390,20225,True,True,True,0.0783,3139.92,698,722,715
75,Applicant 75,run_0,SESL,APPROVED,All approval criteria met,58979,385,735,8.7,1390,20225,True,True,True,0.0783,3139.92,698,722,715
76,Applicant 76,run_0,GPT,DECLINED,"The applicant's credit score of 592 is below the 640 threshold, indicating elevated risk. Additionally, one of the bureau scores is below 580, which mandates a decline. Despite having a DTI of 33.53% and disposable income of £460.08, the low credit score and bureau score inconsistency necessitate a decline. No exceptions apply.",30601,855,592,7.1,1235,13701,True,True,True,0.3353,460.08,583,536,614
76,Applicant 76,run_0,SESL,MANUAL REVIEW,Disposable income between £300 and £600,30601,855,592,7.1,1235,13701,True,True,True,0.3353,460.08,583,536,614
77,Applicant 77,run_0,GPT,DECLINED,"The applicant's credit score of 565 is below the minimum threshold of 580, which indicates elevated risk and requires a decline. Despite having a strong DTI of 18.16% and high disposable income of £3344, the low credit score is a hard rule that cannot be overridden by other positive factors. No exceptions apply.",63492,961,565,5.8,986,21300,True,True,True,0.1816,3344.0,600,595,593
77,Applicant 77,run_0,SESL,DECLINED,Credit score below 640,63492,961,565,5.8,986,21300,True,True,True,0.1816,3344.0,600,595,593
78,Applicant 78,run_0,GPT,MANUAL REVIEW,"The applicant's ID could not be verified, which typically results in a decline. However, the applicant has a strong financial profile with a credit score of 778 and an annual income of £30,156. Additionally, the applicant's DTI ratio of 36.53% and disposable income of £308 fall into the manual review range. These factors warrant a manual review to assess the overall risk and potential exceptions.",30156,918,778,8.2,1287,6934,True,True,False,0.3653,308.0,782,725,788
78,Applicant 78,run_0,SESL,DECLINED,Required document unverified and no exception applies,30156,918,778,8.2,1287,6934,True,True,False,0.3653,308.0,782,725,788
79,Applicant 79,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 24.56%, which is below the 35% threshold indicating strong repayment capacity. The disposable income is £2229.83, well above the £600 threshold for financial resilience. The credit score is 770, reflecting strong credit behavior. Employment duration is 1.1 years, which requires additional review, but the applicant's high credit score and strong financial metrics compensate for this. The loan amount is 31.7% of annual income, which is within the acceptable range. All documentation is verified, and no exceptions or manual review triggers are present.",47146,965,770,1.1,734,14943,True,True,True,0.2456,2229.83,770,826,758
79,Applicant 79,run_0,SESL,MANUAL REVIEW,Employment between 1 and 2 years,47146,965,770,1.1,734,14943,True,True,True,0.2456,2229.83,770,826,758
80,Applicant 80,run_0,GPT,DECLINED,"The applicant's disposable income is £185.33, which is below the required minimum of £300, leading to a decline. Additionally, one of the bureau scores is below 580, which also necessitates a decline. No exceptions apply as the applicant does not meet the criteria for manual review based on credit score or income.",25408,821,615,6.7,1111,11874,True,False,True,0.3878,185.33,576,626,635
80,Applicant 80,run_0,SESL,DECLINED,Required document unverified and no exception applies,25408,821,615,6.7,1111,11874,True,False,True,0.3878,185.33,576,626,635
81,Applicant 81,run_0,GPT,DECLINED,"The applicant's credit score of 574 is below the minimum threshold of 580, which indicates elevated risk and requires a decline. Additionally, the bureau score spread is 70 points, which does not trigger a manual review, but the low credit score itself mandates a decline. No exceptions apply.",57057,523,574,2.8,643,4440,True,True,True,0.11,3588.75,545,615,544
81,Applicant 81,run_0,SESL,DECLINED,Credit score below 640,57057,523,574,2.8,643,4440,True,True,True,0.11,3588.75,545,615,544
82,Applicant 82,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 26.38%, which is below the 35% threshold indicating strong repayment capacity. The disposable income is £1,736.25, well above the £600 threshold for financial resilience. The credit score is 737, reflecting strong credit behavior. Employment history is stable with 7.7 years, and all documentation is verified. The loan amount is 25.18% of annual income, which is within the acceptable range. No rules are breached, and no exceptions are invoked.",46851,1030,737,7.7,1138,11799,True,True,True,0.2638,1736.25,706,697,753
82,Applicant 82,run_0,SESL,APPROVED,All approval criteria met,46851,1030,737,7.7,1138,11799,True,True,True,0.2638,1736.25,706,697,753
83,Applicant 83,run_0,GPT,DECLINED,"The applicant's credit score of 618 is below the minimum threshold of 640, indicating elevated risk. Additionally, one of the bureau scores is below 580, which mandates a decline according to the policy. No exceptions apply as the applicant does not meet the criteria for manual review based on credit score exceptions.",49617,297,618,2.3,1063,23356,True,True,True,0.0718,2774.75,599,583,628
83,Applicant 83,run_0,SESL,DECLINED,Credit score below 640,49617,297,618,2.3,1063,23356,True,True,True,0.0718,2774.75,599,583,628
84,Applicant 84,run_0,GPT,MANUAL REVIEW,"The applicant's credit score of 616 is below the 640 threshold for automatic approval and falls into the range that requires manual review. Additionally, the bureau score spread is 63 points, which does not trigger a review, but the low credit score necessitates further assessment. All other criteria, including DTI ratio of 18.14% and disposable income of £1117.42, meet approval standards. However, due to the credit score, human judgment is required to determine overall creditworthiness.",35657,539,616,5.3,1315,16119,True,True,True,0.1814,1117.42,654,657,594
84,Applicant 84,run_0,SESL,DECLINED,Credit score below 640,35657,539,616,5.3,1315,16119,True,True,True,0.1814,1117.42,654,657,594
85,Applicant 85,run_0,GPT,DECLINED,"The applicant's credit score of 569 is below the minimum threshold of 580, which indicates elevated risk and requires a decline. Additionally, the bureau score consistency shows a spread of 26 points, which is not a concern, but the low credit score itself mandates a decline. No exceptions apply as the applicant does not meet the criteria for manual review based on credit score exceptions.",40972,306,569,9.4,785,15777,True,True,True,0.0896,2323.33,592,566,592
85,Applicant 85,run_0,SESL,DECLINED,Credit score below 640,40972,306,569,9.4,785,15777,True,True,True,0.0896,2323.33,592,566,592
86,Applicant 86,run_0,GPT,DECLINED,"The applicant's credit score of 633 is below the minimum threshold of 640 for automatic approval and does not qualify for manual review as they do not meet the exception criteria of long-term employment stability (5+ years) or no record of adverse credit events. Additionally, the loan amount of £24,007 exceeds 35% of the applicant's annual income, requiring manual assessment, but the low credit score precludes further consideration.",51521,292,633,3.7,1372,24007,True,True,True,0.068,2629.42,649,643,653
86,Applicant 86,run_0,SESL,DECLINED,Credit score below 640,51521,292,633,3.7,1372,24007,True,True,True,0.068,2629.42,649,643,653
87,Applicant 87,run_0,GPT,MANUAL REVIEW,"The applicant has a strong financial profile with a credit score of 725 and an annual income of £59,797. However, the bank statements are not verified. According to the policy, if only one document is unverified but the applicant has a strong financial profile, the case may be routed to manual review. All other criteria, including DTI ratio of 5.5% and disposable income of £4,007.08, meet approval thresholds.",59797,274,725,6.1,702,23778,True,False,True,0.055,4007.08,735,742,715
87,Applicant 87,run_0,SESL,MANUAL REVIEW,One document unverified but strong financial profile,59797,274,725,6.1,702,23778,True,False,True,0.055,4007.08,735,742,715
88,Applicant 88,run_0,GPT,MANUAL REVIEW,"The applicant's DTI of 43.17% falls into the manual review range (35% to 45%). Additionally, the disposable income of £412.33 is within the manual review range (£300–£599). Although the credit score of 723 is strong, the unverified pay slips require further examination. The bureau score spread is 37, which does not trigger a review. Human judgment is needed to assess the overall repayment capacity and documentation issues.",27712,997,723,5.9,900,19907,False,True,True,0.4317,412.33,730,705,742
88,Applicant 88,run_0,SESL,DECLINED,Required document unverified and no exception applies,27712,997,723,5.9,900,19907,False,True,True,0.4317,412.33,730,705,742
89,Applicant 89,run_0,GPT,DECLINED,"The applicant's disposable income is £191.75, below the required minimum of £300, and their DTI of 43.33% exceeds the 45% decline threshold. Additionally, the pay slips are unverified, and the applicant does not meet the exception criteria for manual review due to a credit score below 720 and income below £50,000. The application must therefore be declined.",28941,1045,688,3.3,1175,13843,False,True,True,0.4333,191.75,675,727,680
89,Applicant 89,run_0,SESL,DECLINED,Required document unverified and no exception applies,28941,1045,688,3.3,1175,13843,False,True,True,0.4333,191.75,675,727,680
90,Applicant 90,run_0,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 18.71% and disposable income of £2302.83. Their credit score of 776 and consistent bureau scores indicate low credit risk. With stable employment history of 6.4 years and no rule triggers, the application meets all approval criteria.",48226,752,776,6.4,964,21724,True,True,True,0.1871,2302.83,736,726,787
90,Applicant 90,run_0,SESL,APPROVED,All approval criteria met,48226,752,776,6.4,964,21724,True,True,True,0.1871,2302.83,736,726,787
91,Applicant 91,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 16.79%, which is well below the 35% threshold for strong repayment capacity. The disposable income is £3036.33, indicating financial resilience. The credit score of 680 falls within the range that requires manual review, but the applicant's strong affordability metrics and stable employment history of 9.2 years support approval. All documentation is verified, and the loan amount is proportionate to the applicant's income, being only 13.5% of annual income. No exceptions or manual review triggers apply.",61912,866,680,9.2,1257,8351,True,True,True,0.1679,3036.33,683,667,686
91,Applicant 91,run_0,SESL,MANUAL REVIEW,Credit score between 640 and 699,61912,866,680,9.2,1257,8351,True,True,True,0.1679,3036.33,683,667,686
92,Applicant 92,run_0,GPT,MANUAL REVIEW,"The applicant's credit score of 623 falls between 620 and 639, which requires manual review. Additionally, the applicant has less than one year of employment, which typically results in a decline. However, the applicant's income of £62,009 and DTI of 23.2% are strong, and the disposable income of £2,763.42 is well above the required threshold. The bureau score spread is 87, which does not trigger a review, but one bureau score is below 580, which would typically result in a decline. Given the mixed indicators, manual review is necessary to assess the overall risk and potential exceptions.",62009,1199,623,0.7,1205,12937,True,True,True,0.232,2763.42,660,573,602
92,Applicant 92,run_0,SESL,DECLINED,Credit score below 640,62009,1199,623,0.7,1205,12937,True,True,True,0.232,2763.42,660,573,602
93,Applicant 93,run_0,GPT,APPROVED,"The applicant demonstrated strong affordability with a DTI of 13.22% and disposable income of £1,369.75, both well within approval thresholds. The credit score of 722 and consistent bureau scores indicate low credit risk. With stable employment history of 7.6 years and all documents verified, the application meets all approval criteria.",32853,362,722,7.6,1006,23571,True,True,True,0.1322,1369.75,749,782,717
93,Applicant 93,run_0,SESL,APPROVED,All approval criteria met,32853,362,722,7.6,1006,23571,True,True,True,0.1322,1369.75,749,782,717
94,Applicant 94,run_0,GPT,MANUAL REVIEW,"The applicant's credit score of 628 falls between 620 and 639, which requires manual review according to the creditworthiness assessment. Although the applicant demonstrates strong affordability with a DTI of 11.31% and disposable income of £1384.33, the credit score necessitates further evaluation. Additionally, the bureau scores are consistent, but the credit score itself is in a range that requires closer examination.",35128,331,628,4.4,1212,17782,True,True,True,0.1131,1384.33,608,608,600
94,Applicant 94,run_0,SESL,DECLINED,Credit score below 640,35128,331,628,4.4,1212,17782,True,True,True,0.1131,1384.33,608,608,600
95,Applicant 95,run_0,GPT,MANUAL REVIEW,"The applicant's credit score of 648 falls into the range requiring manual review (640-699). Additionally, the bureau score spread is 54 points, which does not trigger a review, but the employment duration of 1.2 years requires additional review. The applicant's DTI ratio of 9.56% and disposable income of £3749 are strong, and the loan amount is within acceptable limits. However, due to the credit score and employment duration, human judgment is required to assess overall creditworthiness and employment stability.",58092,463,648,1.2,629,14533,True,True,True,0.0956,3749.0,630,615,669
95,Applicant 95,run_0,SESL,MANUAL REVIEW,Credit score between 640 and 699,58092,463,648,1.2,629,14533,True,True,True,0.0956,3749.0,630,615,669
96,Applicant 96,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 20.33%, which is well below the 35% threshold for strong repayment capacity. The disposable income is £3,043.17, significantly above the £600 threshold for financial resilience. The credit score of 624 falls into the manual review range, but the applicant demonstrates long-term employment stability with 4.2 years of employment, which is a mitigating factor. The loan amount requested is 33.15% of the annual income, which is within the acceptable range. All documentation is verified, and there are no inconsistencies or exceptions that require manual review.",59606,1010,624,4.2,914,19766,True,True,True,0.2033,3043.17,625,638,646
96,Applicant 96,run_0,SESL,DECLINED,Credit score below 640,59606,1010,624,4.2,914,19766,True,True,True,0.2033,3043.17,625,638,646
97,Applicant 97,run_0,GPT,APPROVED,"The applicant meets all policy requirements. The DTI ratio is 31.02%, which is below the 35% threshold for strong repayment capacity. The disposable income is £1,263.17, well above the £600 threshold for financial resilience. The credit score of 709 is close to the strong credit behavior threshold of 700, and the bureau scores are consistent with a spread of only 17 points. Employment history is stable with 6.4 years, and the loan amount is within 35% of annual income. All documentation is verified. No rules are breached, and no exceptions are invoked.",33038,854,709,6.4,636,8523,True,True,True,0.3102,1263.17,747,746,730
97,Applicant 97,run_0,SESL,APPROVED,All approval criteria met,33038,854,709,6.4,636,8523,True,True,True,0.3102,1263.17,747,746,730
98,Applicant 98,run_0,GPT,DECLINED,"The applicant's credit score of 613 is below the minimum threshold of 640, indicating elevated risk. Additionally, one of the bureau scores is below 580, which mandates a decline. Although the applicant has stable employment and a low DTI ratio, the credit score criteria are not met, and no exceptions apply.",38524,574,613,9.0,1187,9368,False,True,True,0.1788,1449.33,587,669,620
98,Applicant 98,run_0,SESL,DECLINED,Required document unverified and no exception applies,38524,574,613,9.0,1187,9368,False,True,True,0.1788,1449.33,587,669,620
99,Applicant 99,run_0,GPT,DECLINED,"The applicant's bureau score of 576 is below the minimum threshold of 580, which indicates elevated risk. According to the policy, any bureau score below 580 results in an automatic decline. No exceptions apply.",31258,561,585,2.1,1102,13692,True,True,True,0.2154,941.83,576,565,612
99,Applicant 99,run_0,SESL,DECLINED,Credit score below 640,31258,561,585,2.1,1102,13692,True,True,True,0.2154,941.83,576,565,612
100,Applicant 100,run_0,GPT,APPROVED,"The applicant meets all policy requirements for approval. The DTI ratio is 14.87%, which is well below the 35% threshold, indicating strong repayment capacity. The disposable income is £2775.33, significantly above the £600 threshold, demonstrating financial resilience. The credit score of 757 reflects strong credit behavior, and the bureau scores are consistent with no significant spread. Employment history is stable with 9.5 years, and all documentation is verified. The loan amount is 33.1% of annual income, which is within acceptable limits. No rules are breached, and no exceptions are invoked.",53188,659,757,9.5,998,17619,True,True,True,0.1487,2775.33,730,750,751
100,Applicant 100,run_0,SESL,APPROVED,All approval criteria met,53188,659,757,9.5,998,17619,True,True,True,0.1487,2775.33,730,750,751
1,Applicant 1,run_1,GPT,MANUAL REVIEW,"Credit score of 661 falls between 640 and 699, requiring manual review as per section 5.3 Creditworthiness Assessment.",47496,415,661,4.5,821,7848,True,True,True,0.1049,2722.0,645,629,674
1,Applicant 1,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,47496,415,661,4.5,821,7848,True,True,True,0.1049,2722.0,645,629,674
2,Applicant 2,run_1,GPT,MANUAL REVIEW,"Employment duration is less than one year, but applicant has high income (£59,724) and strong credit score (721), requiring manual review as per Employment Stability Exception.",59724,651,721,0.7,784,11894,True,True,True,0.1308,3542.0,687,778,707
2,Applicant 2,run_1,SESL,DECLINED,Employment less than 1 year,59724,651,721,0.7,784,11894,True,True,True,0.1308,3542.0,687,778,707
3,Applicant 3,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 5.54% and disposable income of £3423.42. Their credit score of 751 and consistent bureau scores indicate low credit risk. With stable employment history of 3.0 years and no rule triggers, the application meets all approval criteria.",54329,251,751,3.0,853,17261,True,True,True,0.0554,3423.42,758,718,725
3,Applicant 3,run_1,SESL,APPROVED,All approval criteria met,54329,251,751,3.0,853,17261,True,True,True,0.0554,3423.42,758,718,725
4,Applicant 4,run_1,GPT,MANUAL REVIEW,"Credit score of 689 falls between 640 and 699, requiring manual review as per section 5.3 Creditworthiness Assessment.",52736,628,689,3.1,754,13600,True,True,True,0.1429,3012.67,714,707,678
4,Applicant 4,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,52736,628,689,3.1,754,13600,True,True,True,0.1429,3012.67,714,707,678
5,Applicant 5,run_1,GPT,DECLINED,"Bureau score below 580; bureau score 1 is 569, which is below the 580 threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",58007,1198,583,1.0,803,6754,True,True,True,0.2478,2832.92,569,541,603
5,Applicant 5,run_1,SESL,DECLINED,Credit score below 640,58007,1198,583,1.0,803,6754,True,True,True,0.2478,2832.92,569,541,603
6,Applicant 6,run_1,GPT,MANUAL REVIEW,"Credit score of 661 falls between 640 and 699, requiring manual review as per section 5.3 Creditworthiness Assessment.",64150,374,661,1.3,1223,22913,True,True,True,0.07,3748.83,636,698,683
6,Applicant 6,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,64150,374,661,1.3,1223,22913,True,True,True,0.07,3748.83,636,698,683
7,Applicant 7,run_1,GPT,MANUAL REVIEW,"Document verification issue: bank statements unverified, but applicant has a strong financial profile with credit score of 730 and annual income of £47,052, requiring manual review as per section 5.1.",47052,1055,730,5.9,1337,6423,True,False,True,0.2691,1529.0,751,750,710
7,Applicant 7,run_1,SESL,DECLINED,Required document unverified and no exception applies,47052,1055,730,5.9,1337,6423,True,False,True,0.2691,1529.0,751,750,710
8,Applicant 8,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 5.37% and disposable income of £2612.58. Their credit score of 632 qualifies for manual review, but long-term employment stability of 6.9 years and no adverse credit events allow for approval. All documents are verified, and the loan amount is within acceptable limits.",48511,217,632,6.9,1213,8673,True,True,True,0.0537,2612.58,649,634,632
8,Applicant 8,run_1,SESL,DECLINED,Credit score below 640,48511,217,632,6.9,1213,8673,True,True,True,0.0537,2612.58,649,634,632
9,Applicant 9,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 21.19% and disposable income of £3245. Their credit score of 689 falls into manual review range, but no other rules are breached. Employment history of 4.3 years and consistent bureau scores indicate low credit risk. The loan amount is 8.71% of annual income, which is acceptable. The application meets all approval criteria.",62640,1106,689,4.3,869,5458,True,True,True,0.2119,3245.0,711,719,704
9,Applicant 9,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,62640,1106,689,4.3,869,5458,True,True,True,0.2119,3245.0,711,719,704
10,Applicant 10,run_1,GPT,DECLINED,"Bureau score 2 is below the 580 threshold, leading to decline as per Creditworthiness Assessment section 5.3.",50767,400,615,4.9,1037,8231,True,False,True,0.0945,2793.58,638,555,633
10,Applicant 10,run_1,SESL,DECLINED,Required document unverified and no exception applies,50767,400,615,4.9,1037,8231,True,False,True,0.0945,2793.58,638,555,633
11,Applicant 11,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 17.63% and disposable income of £2980.17. Their credit score of 660 falls into the manual review range, but no other rules are breached, and no exceptions are invoked. Employment history of 2.3 years is stable, and the loan amount is 20.06% of annual income, which is acceptable. The application meets all approval criteria.",53234,782,660,2.3,674,10679,True,True,True,0.1763,2980.17,652,691,652
11,Applicant 11,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,53234,782,660,2.3,674,10679,True,True,True,0.1763,2980.17,652,691,652
12,Applicant 12,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 32.56% and disposable income of £1175.5. Their credit score of 766 and consistent bureau scores indicate low credit risk. With stable employment history of 4.5 years and no rule triggers, the application meets all approval criteria.",41898,1137,766,4.5,1179,9680,True,True,True,0.3256,1175.5,804,724,787
12,Applicant 12,run_1,SESL,APPROVED,All approval criteria met,41898,1137,766,4.5,1179,9680,True,True,True,0.3256,1175.5,804,724,787
13,Applicant 13,run_1,GPT,DECLINED,"Bureau score below 580; bureau score 1 is 567, which is below the 580 threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",54632,801,582,4.4,1255,12562,True,True,True,0.1759,2496.67,567,539,597
13,Applicant 13,run_1,SESL,DECLINED,Credit score below 640,54632,801,582,4.4,1255,12562,True,True,True,0.1759,2496.67,567,539,597
14,Applicant 14,run_1,GPT,MANUAL REVIEW,"Credit score of 654 falls between 640 and 699, requiring manual review as per section 5.3 Creditworthiness Assessment.",57642,340,654,6.3,1301,6000,True,True,True,0.0708,3162.5,628,640,639
14,Applicant 14,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,57642,340,654,6.3,1301,6000,True,True,True,0.0708,3162.5,628,640,639
15,Applicant 15,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 27.82% and disposable income of £951.83. Their credit score of 771 and consistent bureau scores indicate low credit risk. With stable employment history of 2.0 years and no rule triggers, the application meets all approval criteria.",34462,799,771,2.0,1121,10535,True,True,True,0.2782,951.83,786,798,765
15,Applicant 15,run_1,SESL,APPROVED,All approval criteria met,34462,799,771,2.0,1121,10535,True,True,True,0.2782,951.83,786,798,765
16,Applicant 16,run_1,GPT,MANUAL REVIEW,"The applicant's bank statements are unverified, but they have a strong financial profile with a credit score of 653 and annual income of £28,831, which requires manual review as per section 5.1.",28831,278,653,7.3,1116,23759,True,False,True,0.1157,1008.58,674,664,640
16,Applicant 16,run_1,SESL,DECLINED,Required document unverified and no exception applies,28831,278,653,7.3,1116,23759,True,False,True,0.1157,1008.58,674,664,640
17,Applicant 17,run_1,GPT,MANUAL REVIEW,"The applicant's disposable income of £556.92 falls into the £300–£599 range, requiring manual review as per section 5.2 Affordability Assessment.",29303,550,749,8.1,1335,18672,True,True,True,0.2252,556.92,709,769,746
17,Applicant 17,run_1,SESL,MANUAL REVIEW,Disposable income between £300 and £600,29303,550,749,8.1,1335,18672,True,True,True,0.2252,556.92,709,769,746
18,Applicant 18,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability with a DTI of 9.8% and disposable income of £3413.17. Their credit score of 661 falls into the manual review range, but the bureau scores are consistent with a spread of 42 points, which is below the 120-point threshold for manual review. Employment history of 6.2 years is stable, and the loan amount is 37.1% of annual income, requiring manual review, but no other rules are breached. The application meets all approval criteria.",54266,443,661,6.2,666,20121,True,True,True,0.098,3413.17,700,703,661
18,Applicant 18,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,54266,443,661,6.2,666,20121,True,True,True,0.098,3413.17,700,703,661
19,Applicant 19,run_1,GPT,MANUAL REVIEW,"Bureau score spread of 56 points (717 - 661) requires manual review as it is less than 120 points but credit score of 692 falls between 640 and 699, requiring closer look via manual review.",28305,204,692,3.5,860,8644,True,True,True,0.0865,1294.75,661,717,676
19,Applicant 19,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,28305,204,692,3.5,860,8644,True,True,True,0.0865,1294.75,661,717,676
20,Applicant 20,run_1,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_2 is 526) requires decline.,63125,230,576,8.4,1008,15876,True,True,True,0.0437,4022.42,605,526,564
20,Applicant 20,run_1,SESL,DECLINED,Credit score below 640,63125,230,576,8.4,1008,15876,True,True,True,0.0437,4022.42,605,526,564
21,Applicant 21,run_1,GPT,DECLINED,"The applicant's disposable income is £8.75, below the required minimum of £300, resulting in a decline as per section 5.2 Disposable Income.",29229,1074,634,2.2,1353,23565,True,True,True,0.4409,8.75,647,694,619
21,Applicant 21,run_1,SESL,MANUAL REVIEW,DTI between 35% and 45%,29229,1074,634,2.2,1353,23565,True,True,True,0.4409,8.75,647,694,619
